Learner ID,Solution ID,Solution Code,Tests Passed,Total Tests,Submitted Time,Correct,% Score
0d4d7215372ab1050b9959c942d859fcfefcf768,fd008b4a-1e61-46e8-86eb-9dd0ff951a40,"wn = 50;
zeta = 0.5;

syms G(s) w z wnn
assume(z > 0 | z < 0.707)
assumeAlso(z, 'real')
assume(wnn, {'positive', 'real'})
assume(w, {'positive', 'real'})

G = wnn^2/(s^2 + 2*z*wnn*s + wnn^2);
Giw = subs(G,s, 1i*w);
absGiw = abs(Giw)

simplify((wnn^2- w^2)^2 + (z*w*wnn)^2, 'Steps', 4)

dGiw = diff(absGiw);
wSol = solve(dGiw == 0)

peakSol = abs(subs(Giw, w, wSol))
% Simplified further by hand to 1/(2*z*sqrt(1 - zeta^2))

bwSol = solve(Giw == 10^(-3/20), w)


% Compute the values below:
wr =  wn*sqrt(1 - 2*zeta^2); % resonant frequency in units of rad/sec
Mr =  20*log10(1/(2*zeta*sqrt(1-zeta^2))); % peak amplitude in units of decibels
%wb =  % bandwidth in units of rad/sec",3,4,05/03/2024  02:00 AM UTC,false,0.000000
ea5fad46ba253aa7d6d40d3b1d42db1443fe6628,656b1821-ff75-46c3-9ef0-deb925d2bc26,"wn = 50;
zeta = 0.5;
sys = tf(wn*wn, [1 2*zeta*wn wn*wn])
poles = pole(sys)

% why didn't using the poles work?
% Compute the values below:
wr = (2*zeta*wn)-(wn*wn) % resonant frequency in units of rad/sec
wr = (wn*wn)/(2*zeta*wn - wn*wn)  % resonant frequency in units of rad/sec
wr = 2*zeta*wn  % resonant frequency in units of rad/sec
wr = zeta*wn  % resonant frequency in units of rad/sec
Mr = 20*log10(abs(poles(1)))  % peak amplitude in units of decibels
wb = 0 % bandwidth in units of rad/sec",1,4,05/03/2024  02:00 AM UTC,false,0.000000
8178a65179c5cbe6ff06243263c0641ceb1c1dd0,5a6af97a-b3ca-45da-b758-68382be0bf4d,"wn = 50;
zeta = 0.5;

% Set up transfer function

syms s
G(s) = wn^2 / ( s^2 + 2*zeta*wn*s + wn^2 )


%% Make bode plot without using bode function

% omega (w) is frequencies

w = 2 * pi * logspace(-2, 2, 300);

% s = j*w

magnitude = abs(   G( 1 * j * w )   );
magnitude_in_dB = 20 * log10( magnitude );

phase = angle( G( 1 * j * w) );
phase_in_deg = rad2deg( phase );



%% Find resonant frequency and resonant amplitude values

[val1, loc1] = max(magnitude_in_dB);

val1 = double(val1);

disp('Resonant Frequency:');
disp( w(loc1) )

disp('Resonant Amplitude:');
disp(val1)



%% Find bandwidth frequency, where magnitude = -3 dB

mag_modified = round( double(magnitude_in_dB), 0);

[val2] = find(mag_modified == -3);
loc2 = w(val2);

disp('Bandwidth frequency:');
disp( loc2(1) )



%% Plot

subplot(2, 1, 1)
semilogx(w, magnitude_in_dB);
ylim([-50, 10])
title('Magnitude [db]');

hold on

plot( w(loc1), val1, 'ro');
plot( loc2(1), -3, 'ko');

legend('Bode Plot', 'Resonance', 'Bandwidth', 'Location', 'southwest');

hold off

subplot(2, 1, 2);
semilogx(w, phase_in_deg);
ylim([-200, 10])
title('Phase [deg]');



%% Compute the values below:


% For this transfer function and Bode plot:
% 
% wr = 35.8123
% Mr =  1.2484
% wb = 62.3498
% 
% wn = 50.0
% zt =  0.5



% Resonant frequency in units of rad/sec

wr = 10^ ( 1 / sqrt(zeta) )



% Peak amplitude in units of decibels
% 
% Mr = log10( wr )

Mr = 1 / sqrt(zeta)


% Bandwidth in units of rad/sec

wb = 10^ ( sqrt(wn) * zeta^2 )

",1,4,05/03/2024  01:59 AM UTC,false,0.000000
ea5fad46ba253aa7d6d40d3b1d42db1443fe6628,23b4a470-061a-4801-99f2-d7c6eef626b2,"wn = 50;
zeta = 0.5;
sys = tf(wn*wn, [1 2*zeta*wn wn*wn])
poles = pole(sys)

% why didn't using the poles work?
% Compute the values below:
wr = (2*zeta*wn)-(wn*wn) % resonant frequency in units of rad/sec
wr = (wn*wn)/(2*zeta*wn - wn*wn)  % resonant frequency in units of rad/sec
wr = 2*zeta*wn *180/pi % resonant frequency in units of rad/sec
Mr = 20*log10(abs(poles(1)))  % peak amplitude in units of decibels
wb = 0 % bandwidth in units of rad/sec",1,4,05/03/2024  01:59 AM UTC,false,0.000000
ea5fad46ba253aa7d6d40d3b1d42db1443fe6628,a4cc1727-0f50-40d0-909e-0ad4a7ac3951,"wn = 50;
zeta = 0.5;
sys = tf(wn*wn, [1 2*zeta*wn wn*wn])
poles = pole(sys)

% why didn't using the poles work?
% Compute the values below:
wr = (2*zeta*wn)-(wn*wn) % resonant frequency in units of rad/sec
wr = (wn*wn)/(2*zeta*wn - wn*wn)  % resonant frequency in units of rad/sec
wr = 2*zeta*wn  % resonant frequency in units of rad/sec
Mr = 20*log10(abs(poles(1)))  % peak amplitude in units of decibels
wb = 0 % bandwidth in units of rad/sec",1,4,05/03/2024  01:58 AM UTC,false,0.000000
8178a65179c5cbe6ff06243263c0641ceb1c1dd0,7dcc3ed3-49bf-45ea-b140-b149c648238b,"wn = 50;
zeta = 0.5;

% Set up transfer function

syms s
G(s) = wn^2 / ( s^2 + 2*zeta*wn*s + wn^2 )


%% Make bode plot without using bode function

% omega (w) is frequencies

w = 2 * pi * logspace(-2, 2, 300);

% s = j*w

magnitude = abs(   G( 1 * j * w )   );
magnitude_in_dB = 20 * log10( magnitude );

phase = angle( G( 1 * j * w) );
phase_in_deg = rad2deg( phase );



%% Find resonant frequency and resonant amplitude values

[val1, loc1] = max(magnitude_in_dB);

val1 = double(val1);

disp('Resonant Frequency:');
disp( w(loc1) )

disp('Resonant Amplitude:');
disp(val1)



%% Find bandwidth frequency, where magnitude = -3 dB

mag_modified = round( double(magnitude_in_dB), 0);

[val2] = find(mag_modified == -3);
loc2 = w(val2);

disp('Bandwidth frequency:');
disp( loc2(1) )



%% Plot

subplot(2, 1, 1)
semilogx(w, magnitude_in_dB);
ylim([-50, 10])
title('Magnitude [db]');

hold on

plot( w(loc1), val1, 'ro');
plot( loc2(1), -3, 'ko');

legend('Bode Plot', 'Resonance', 'Bandwidth', 'Location', 'southwest');

hold off

subplot(2, 1, 2);
semilogx(w, phase_in_deg);
ylim([-200, 10])
title('Phase [deg]');



%% Compute the values below:


% For this transfer function and Bode plot:
% 
% wr = 35.8123
% Mr =  1.2484
% wb = 62.3498
% 
% wn = 50.0
% zt =  0.5



% Resonant frequency in units of rad/sec

wr = 10^ ( 1 / sqrt(zeta) )



% Peak amplitude in units of decibels
% 
% Mr = log10( wr )

Mr = 1 / sqrt(zeta)


% Bandwidth in units of rad/sec

wb = 10^ ( 2 * sqrt(wn) * zeta^2 )

",1,4,05/03/2024  01:58 AM UTC,false,0.000000
8178a65179c5cbe6ff06243263c0641ceb1c1dd0,e49bd87a-b45f-409c-aa63-bc067e33f67f,"wn = 50;
zeta = 0.5;

% Set up transfer function

syms s
G(s) = wn^2 / ( s^2 + 2*zeta*wn*s + wn^2 )


%% Make bode plot without using bode function

% omega (w) is frequencies

w = 2 * pi * logspace(-2, 2, 300);

% s = j*w

magnitude = abs(   G( 1 * j * w )   );
magnitude_in_dB = 20 * log10( magnitude );

phase = angle( G( 1 * j * w) );
phase_in_deg = rad2deg( phase );



%% Find resonant frequency and resonant amplitude values

[val1, loc1] = max(magnitude_in_dB);

val1 = double(val1);

disp('Resonant Frequency:');
disp( w(loc1) )

disp('Resonant Amplitude:');
disp(val1)



%% Find bandwidth frequency, where magnitude = -3 dB

mag_modified = round( double(magnitude_in_dB), 0);

[val2] = find(mag_modified == -3);
loc2 = w(val2);

disp('Bandwidth frequency:');
disp( loc2(1) )



%% Plot

subplot(2, 1, 1)
semilogx(w, magnitude_in_dB);
ylim([-50, 10])
title('Magnitude [db]');

hold on

plot( w(loc1), val1, 'ro');
plot( loc2(1), -3, 'ko');

legend('Bode Plot', 'Resonance', 'Bandwidth', 'Location', 'southwest');

hold off

subplot(2, 1, 2);
semilogx(w, phase_in_deg);
ylim([-200, 10])
title('Phase [deg]');



%% Compute the values below:


% For this transfer function and Bode plot:
% 
% wr = 35.8123
% Mr =  1.2484
% wb = 62.3498
% 
% wn = 50.0
% zt =  0.5



% Resonant frequency in units of rad/sec

wr = 10^ ( 1 / sqrt(zeta) )



% Peak amplitude in units of decibels
% 
% Mr = log10( wr )

Mr = 1 / sqrt(zeta)


% Bandwidth in units of rad/sec

wb = 10^ ( sqrt(wn) * zeta^2 )

",1,4,05/03/2024  01:57 AM UTC,false,0.000000
ea5fad46ba253aa7d6d40d3b1d42db1443fe6628,8c13a9eb-073c-4177-aa36-83ed7ec8d0b8,"wn = 50;
zeta = 0.5;
sys = tf(wn*wn, [1 2*zeta*wn wn*wn])
poles = pole(sys)

% why didn't using the poles work?
% Compute the values below:
wr = (2*zeta*wn)-(wn*wn) % resonant frequency in units of rad/sec
wr = (wn*wn)/(2*zeta*wn - wn*wn) % resonant frequency in units of rad/sec
Mr = 20*log10(abs(poles(1)))  % peak amplitude in units of decibels
wb = 0 % bandwidth in units of rad/sec",1,4,05/03/2024  01:57 AM UTC,false,0.000000
8178a65179c5cbe6ff06243263c0641ceb1c1dd0,445789d8-9577-4946-8aea-10238855fce1,"wn = 50;
zeta = 0.5;

% Set up transfer function

syms s
G(s) = wn^2 / ( s^2 + 2*zeta*wn*s + wn^2 )


%% Make bode plot without using bode function

% omega (w) is frequencies

w = 2 * pi * logspace(-2, 2, 300);

% s = j*w

magnitude = abs(   G( 1 * j * w )   );
magnitude_in_dB = 20 * log10( magnitude );

phase = angle( G( 1 * j * w) );
phase_in_deg = rad2deg( phase );



%% Find resonant frequency and resonant amplitude values

[val1, loc1] = max(magnitude_in_dB);

val1 = double(val1);

disp('Resonant Frequency:');
disp( w(loc1) )

disp('Resonant Amplitude:');
disp(val1)



%% Find bandwidth frequency, where magnitude = -3 dB

mag_modified = round( double(magnitude_in_dB), 0);

[val2] = find(mag_modified == -3);
loc2 = w(val2);

disp('Bandwidth frequency:');
disp( loc2(1) )



%% Plot

subplot(2, 1, 1)
semilogx(w, magnitude_in_dB);
ylim([-50, 10])
title('Magnitude [db]');

hold on

plot( w(loc1), val1, 'ro');
plot( loc2(1), -3, 'ko');

legend('Bode Plot', 'Resonance', 'Bandwidth', 'Location', 'southwest');

hold off

subplot(2, 1, 2);
semilogx(w, phase_in_deg);
ylim([-200, 10])
title('Phase [deg]');



%% Compute the values below:


% For this transfer function and Bode plot:
% 
% wr = 35.8123
% Mr =  1.2484
% wb = 62.3498
% 
% wn = 50.0
% zt =  0.5



% Resonant frequency in units of rad/sec

wr = 10^ ( 1 * sqrt(zeta) )



% Peak amplitude in units of decibels
% 
% Mr = log10( wr )

Mr = 1 * sqrt(zeta)


% Bandwidth in units of rad/sec

wb = 10^ ( sqrt(wn) * zeta^2 )

",1,4,05/03/2024  01:56 AM UTC,false,0.000000
ea5fad46ba253aa7d6d40d3b1d42db1443fe6628,f825476c-699d-4a25-bb24-e6629d4a34d4,"wn = 50;
zeta = 0.5;
sys = tf(wn*wn, [1 2*zeta*wn wn*wn])
poles = pole(sys)

% why didn't using the poles work?
% Compute the values below:
wr = (2*zeta*wn)-(wn*wn) % resonant frequency in units of rad/sec
Mr = 20*log10(abs(poles(1)/zeta))  % peak amplitude in units of decibels
wb = 0 % bandwidth in units of rad/sec",1,4,05/03/2024  01:55 AM UTC,false,0.000000
